clip_id,take_folder,ground_truth_original,ground_truth,exo_answer,exo_predicted,exo_correct,ego_answer,ego_predicted,ego_correct
f772c3be-e068-4bd1-8708-df269694eee0,uniandes_bouldering_023_10,Intermediate Expert,Intermediate,"Observations: The climber is performing a bouldering technique that involves using a combination of handholds and footholds to ascend a large, colorful climbing wall. The climber is shown in various stages of the climb, including reaching for holds, maintaining balance, and transitioning between different sections of the wall. The wall itself is a complex structure with numerous holds of various shapes and colors, suggesting a challenging and dynamic climbing environment.

Errors/Strengths: The expert notes that the climber is using a ""very strong"" technique, which is a sign of a high level of skill. The climber is also shown using a ""very strong"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very strong"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very strong"" technique, which is a sign of a high level of skill.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a specific technique, which involves using the hand to pull the body up the wall. This is a key point in the analysis of the climber's technique. The expert notes that the climber is using the hand to pull the body up, which is a technique that requires a high level of control and coordination. The expert also notes that the climber is using the hand to pull the body up, which is a technique that requires a high level of control and coordination. The expert also notes that the climber is using the hand to pull the body up, which is a technique that requires a high level of control and coordination.

Errors/Strengths: The expert notes that the climber is using the hand to pull the body up, which is a technique that requires a high level of control and coordination. This is a strength of the climber's technique. The expert also notes that the climber is using the hand to pull the body up, which is a technique that requires a high level of control and coordination. This is a strength of the climber's technique.

Skill Level: Late Expert",Expert,False
b285942a-a30b-4d4b-a753-8a29b951c1cb,uniandes_bouldering_026_48,Intermediate Expert,Intermediate,"Observations: The climber is performing a bouldering technique on a large, colorful rock wall. The expert commentary notes that the climber is using a ""very strong"" grip on the holds, which is a key aspect of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The expert also notes that the climber is ""very strong"" and ""very confident"" in their ability to perform the move.

Errors/Strengths: The expert notes that the climber is ""very strong"" and ""very confident"" in their ability to perform the move, which is a strength. However, the expert also notes that the climber is ""very strong"" and ""very confident"" in their ability to perform the move, which is a strength. The expert also notes that the climber is ""very strong"" and ""very confident"" in their ability to perform the move, which is a strength. The expert also notes that the climber is ""very strong"" and ""very confident"" in their ability to perform the move, which is a strength.

Skill Level: Late Expert",Expert,False,"Observations:  
- The climber is using a variety of holds, including those with different shapes and colors, to ascend the wall.  
- The climber's hands are actively engaged with the holds, indicating a focus on grip and control.  
- The climber is using a combination of hand and foot holds to maintain balance and progress.  
- The climber is moving up the wall, demonstrating a progression in the climb.  

Errors/Strengths:  
- The expert notes that the climber is using a ""very basic"" technique, which suggests a lack of advanced skill.  
- The expert also points out that the climber is using a ""very basic"" technique, which is a strength in the context of the video.  

Skill Level: Novice",Novice,False
4809c7a1-362a-47f2-8e3c-9bfd0cd9ea3f,uniandes_bouldering_027_62,Novice,Novice,"Observations: The climber is performing a bouldering move on a large, colorful rock wall. The expert commentary notes that the climber is using a technique that involves a ""very strong"" grip on the holds, which is a key aspect of the move. The climber is also described as being ""very focused"" and ""very strong"" in their movements, indicating a high level of physical control and concentration.

Errors/Strengths: The expert notes that the climber is ""not using the full range of their strength"" in the move, which is a potential error. However, the climber's overall technique is praised for being ""very strong"" and ""very focused,"" which are positive attributes.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide range of handholds and footholds, demonstrating a high degree of technical proficiency. The climber is seen using a variety of holds, including those with different shapes and sizes, and is shown to be using a combination of hand and foot techniques. The climber's movements are fluid and efficient, indicating a high level of skill and control. The climber is also shown to be using a variety of holds, including those with different shapes and sizes, and is shown to be using a combination of hand and foot techniques. The climber's movements are fluid and efficient, indicating a high level of skill and control.

Errors/Strengths: The expert notes that the climber is using a variety of holds, including those with different shapes and sizes, and is shown to be using a combination of hand and foot techniques. The climber's movements are fluid and efficient, indicating a high level of skill and control. The climber is also shown to be using a variety of holds, including those with different shapes and sizes, and is shown to be using a combination of hand and foot techniques. The climber's movements are fluid and efficient, indicating a high level of skill and control.

Skill Level: Late Expert",Expert,False
0c5bdd21-9828-43de-8d18-f9d346e3ed90,uniandes_bouldering_025_85,Novice,Novice,"Observations: The climber is using a technique known as ""take separator,"" which involves using the hand to pull the body up the wall. The climber is also using a technique known as ""take separator"" to pull the body up the wall. The climber is also using a technique known as ""take separator"" to pull the body up the wall.

Errors/Strengths: The expert notes that the climber is using a technique known as ""take separator"" to pull the body up the wall. This is a strength, as it is a technique that requires a high level of control and coordination. The expert also notes that the climber is using a technique known as ""take separator"" to pull the body up the wall. This is a strength, as it is a technique that requires a high level of control and coordination.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including those with different shapes and sizes, and the climber's ability to use them effectively. The climber is also shown using a variety of hand and foot placements to maintain balance and control. The climber's movements are fluid and precise, indicating a high level of skill.

Errors/Strengths: The expert notes that the climber is using a variety of holds, which is a strength. However, the expert also notes that the climber is not using the most advanced techniques, which is a potential error. The expert also notes that the climber is using a variety of hand and foot placements, which is a strength.

Skill Level: Late Expert",Expert,False
3b37049c-f7ba-46bf-955f-0485f23ef54d,uniandes_bouldering_037_22,Late Expert,Expert,"Observations: The climber is using a technique known as ""take separator,"" which involves a specific hand placement on the wall to control the body's position and maintain balance. The climber is shown in various stages of the move, from preparing to take the separator to executing the move and then falling safely to the mat. The wall is a large, colorful, and complex structure with numerous holds, indicating a challenging climb.

Errors/Strengths: The expert notes that the climber is not using the ""take separator"" correctly, as the hand placement is not in the correct position. This is a significant error, as the correct technique requires the hand to be placed on the wall in a specific way to control the body's movement. The expert also notes that the climber is not using the ""take separator"" correctly, which is a key technique in bouldering. This is a significant error, as the correct technique requires the hand to be placed on the wall in a specific way to control the body's movement. The expert also notes that the climber is not using the ""take separator"" correctly, which is a key technique in bouldering. This is a significant error, as the correct technique requires the hand to be placed on the wall in a specific way to control the body's movement.

Skill Level: Late Expert",Expert,True,"Observations: The expert commentary highlights the climber's use of a ""very strong grip"" and ""a very strong pull"" to maintain balance and control. The climber is also noted to be ""very close to the wall"" and ""using a very strong pull"" to maintain balance. The climber is also noted to be ""very close to the wall"" and ""using a very strong pull"" to maintain balance. The climber is also noted to be ""very close to the wall"" and ""using a very strong pull"" to maintain balance.

Errors/Strengths: The expert notes that the climber is ""very close to the wall"" and ""using a very strong pull"" to maintain balance. This is a strength, as it indicates the climber is using proper technique and is not relying on the wall for support. The expert also notes that the climber is ""very close to the wall"" and ""using a very strong pull"" to maintain balance. This is a strength, as it indicates the climber is using proper technique and is not relying on the wall for support.

Skill Level: Intermediate Expert",Intermediate,False
2944c724-8a19-4ff8-9626-48f00bbddd26,uniandes_bouldering_026_16,Novice,Novice,"Observations: The climber is using a technique known as ""bouldering"" on a large, colorful rock wall. The expert notes that the climber is using a ""very low"" stance, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in b",Expert,False,"Observations:  
- The climber is using a variety of holds, including a prominent purple hold and a yellow one, to ascend the wall.  
- The climber's hands are positioned on the holds, indicating active engagement with the wall.  
- The climber is using a combination of hand and foot holds to maintain balance and progress.  
- The climber is using a variety of holds, including a prominent purple hold and a yellow one, to ascend the wall.  
- The climber's hands are positioned on the holds, indicating active engagement with the wall.  
- The climber is using a combination of hand and foot holds to maintain balance and progress.  
- The climber is using a variety of holds, including a prominent purple hold and a yellow one, to ascend the wall.  
- The climber's hands are positioned on the holds, indicating active engagement with the wall.  
- The climber is using a combination of hand and foot holds to maintain balance and progress.  

Errors/Strengths:  
- The expert notes that the climber is using a variety of holds, including a prominent purple hold and a yellow one, to ascend the wall.  
- The climber's hands are positioned on the holds, indicating active engagement with the wall.  
- The climber is using a combination of hand and foot holds to maintain balance and progress.  
- The climber is using a variety of holds, including a prominent purple hold and a",Expert,False
7f1b552d-4ccf-43aa-baca-9b1de566b232,uniandes_bouldering_031_15,Late Expert,Expert,"Observations: The climber is using a technique known as ""bouldering"" on a large, colorful artificial rock wall. The expert notes that the climber is using a ""very low"" grip, which is a key technique in bouldering. The climber is also using a ""very high"" hand placement, which is a common technique in bouldering. The climber is also using a ""very high"" foot placement, which is a common technique in bouldering. The climber is also using a ""very high"" body position, which is a common technique in bouldering.

Errors/Strengths: The expert notes that the climber is using a ""very low"" grip, which is a key technique in bouldering. This is a strength, as it allows the climber to maintain a low body position and avoid falling. The expert also notes that the climber is using a ""very high"" hand placement, which is a common technique in bouldering. This is a strength, as it allows the climber to maintain a high body position and avoid falling. The expert also notes that the climber is using a ""very high"" foot placement, which is a common technique in bouldering. This is a strength, as it allows the climber to maintain a high body position and avoid falling. The expert also notes that the climber is using a ""very high"" body position, which is a common technique in bould",Expert,True,"Observations: The expert commentary highlights the climber's use of a ""very wide"" and ""very long"" reach, which is a key technique for bouldering. The climber is seen using a ""very long"" reach to access the ""very long"" route, indicating a high level of technical skill. The climber is also seen using a ""very long"" reach to access the ""very long"" route, which is a key technique for bouldering. The climber is also seen using a ""very long"" reach to access the ""very long"" route, which is a key technique for bouldering.

Errors/Strengths: The expert notes that the climber is using a ""very long"" reach to access the ""very long"" route, which is a key technique for bouldering. This is a strength, as it demonstrates a high level of technical skill. The expert also notes that the climber is using a ""very long"" reach to access the ""very long"" route, which is a key technique for bouldering. This is a strength, as it demonstrates a high level of technical skill.

Skill Level: Late Expert",Expert,True
e873883e-460c-403a-bd08-3cd1e9c69bc3,uniandes_bouldering_022_31,Novice,Novice,"Observations: The climber is using a dynamic, multi-step technique involving a combination of hand and foot placement. The climber is shown in various stages of the climb, including a handstand and a transition to a new handhold. The climber is using a variety of holds, including both large and small holds, and is moving from one hold to the next with a fluid motion. The climber is also shown using a technique that involves a handstand and a transition to a new handhold.

Errors/Strengths: The expert notes that the climber is using a technique that involves a handstand and a transition to a new handhold. This is a complex technique that requires a high level of skill and control. The expert also notes that the climber is using a variety of holds, including both large and small holds, and is moving from one hold to the next with a fluid motion. This indicates a high level of skill and control.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including both standard and specialized shapes. The climber is seen using a combination of hand and foot placements, with a focus on utilizing the full range of available holds. The climber's movements are fluid and efficient, indicating a high level of control and confidence. The climber is also shown using a variety of holds, including those that are more complex or require more strength, suggesting a high level of skill.

Errors/Strengths: The expert notes that the climber is using a variety of holds, which is a strength. However, the expert also points out that the climber is not using the most advanced holds, which could be a potential error. The expert also notes that the climber is using a variety of holds, which is a strength.

Skill Level: Late Expert",Expert,False
ee7aaa96-d090-432a-9c8c-92bb7ad4f22e,uniandes_bouldering_033_17,Intermediate Expert,Intermediate,"Observations: The climber is performing a bouldering technique on a large, colorful, and complex wall. The expert notes that the climber is using a ""very strong"" grip, which is a key aspect of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The climber is also shown using a ""very strong"" push, which is another essential part of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The climber is also shown using a ""very strong"" push, which is another essential part of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The climber is also shown using a ""very strong"" push, which is another essential part of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The climber is also shown using a ""very strong"" push, which is another essential part of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move. The climber is also shown using a ""very strong"" push, which is another essential part of the technique. The climber is also shown using a ""very strong"" pull, which is a crucial component of the move",Expert,False,"Observations: The expert commentary highlights the climber's use of a specific technique, which involves using the hand to pull the body up the wall. This is a key point in the analysis of the climber's technique. The expert also notes that the climber is using a specific hand position, which is a crucial detail for understanding the technique. The commentary also mentions that the climber is using a specific type of grip, which is another important detail for understanding the technique.

Errors/Strengths: The expert commentary is accurate in its description of the technique. The expert correctly identifies the use of the hand to pull the body up the wall and the specific hand position. The expert also correctly identifies the type of grip being used. The commentary is not incorrect in its description of the technique.

Skill Level: Intermediate Expert",Intermediate,True
d02f8c02-4a46-4284-a9c6-1d1c169be7c1,uniandes_bouldering_023_48,Novice,Novice,"Observations: The climber is performing a bouldering move on a large, colorful rock wall. The expert commentary notes that the climber is using a ""very low"" stance, which is a key technique for stability. The climber is also described as ""very strong"" and ""very confident"" in their ability to control the movement. The expert also mentions that the climber is ""very good at using the wall"" and is ""very good at using the wall"" to their advantage.

Errors/Strengths: The expert notes that the climber is ""very good at using the wall"" and is ""very good at using the wall"" to their advantage. This suggests that the climber is highly skilled and has a strong understanding of the wall's features. The expert also notes that the climber is ""very strong"" and ""very confident"" in their ability to control the movement, which is a sign of a high level of skill.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including both standard and specialized shapes, and their ability to navigate the wall with confidence. The climber is seen using a combination of hand and foot techniques, and the use of a wide range of holds suggests a high level of technical proficiency. The climber's ability to maintain balance and control is evident, and the use of a wide range of holds indicates a high level of skill.

Errors/Strengths: The expert notes that the climber is using a wide range of holds, which is a strength. However, the expert also points out that the climber is not using the most advanced techniques, which is a potential error. The expert also notes that the climber is using a variety of holds, which is a strength.

Skill Level: Late Expert",Expert,False
