clip_id,take_folder,activity,ground_truth,exo_full_answer,exo_predicted,exo_correct,ego_full_answer,ego_predicted,ego_correct
b2f14b2c-292c-46ce-a4b4-95258dcf6154,sfu_basketball012_12,Basketball,Novice,"Observations: The man in white is dribbling the basketball with his right hand while walking towards the hoop.

Errors: The man in white is not using both hands to dribble the basketball, which could make it harder for him to control the ball and shoot accurately.

Skill Level: Novice",Novice,True,Observations: The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand. C throws the ball to man X. Man X catches the ball with his left hand. Man X throws the ball to C. C catches the ball with his right hand,Unknown,False
19326fcc-4b0f-403e-a7f5-ffb836449d45,uniandes_basketball_003_47,Basketball,Early Expert,"Observations: A man is playing basketball. He is holding a ball with his right hand. He is jumping up to throw the ball into the hoop.

Errors: The man is not throwing the ball accurately towards the hoop.

Skill Level: Novice",Novice,False,"Observations: A man X throws a ball into a basketball hoop.

Errors: The ball is not thrown with enough force to reach the basket.

Skill Level: Novice",Novice,False
7aa4f5eb-de43-4be6-be6a-8ce1b2ddc33a,indiana_music_09_5,Music,Early Expert,"Observations: The person is playing the piano with both hands. Their left hand is positioned on the keys, while their right hand is also on the keys. The person's fingers are spread out, indicating that they are playing a chord or a melody.

Errors: There are no visible errors in the person's movement. They appear to be playing the piano correctly.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person plays the piano with both hands.

Errors: The person plays the piano with both hands.

Skill Level: Intermediate Expert",Intermediate Expert,False
255f233c-ab58-4231-9531-fe00e3baca58,sfu_basketball_06_10,Basketball,Novice,"Observations: The man B throws the ball to the basket with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: A man X throws a ball into a basketball hoop. The ball goes through the hoop. A woman Y stands on the basketball court.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
30f03e63-10bf-4d6d-8d58-fc944469c66c,upenn_0702_Cooking_5_3,Cooking,Novice,"Observations: The man X picks a bottle from the kitchen counter with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person washes a pan in the sink with both hands.

Errors: The person should use a sponge to clean the pan.

Skill Level: Novice",Novice,True
266ea58c-a204-448d-bf24-83701e536db9,iiith_soccer_006_2,Soccer,Late Expert,"Observations: The man in the red shirt kicks the ball with his right foot, then walks towards the ball.

Errors: The man in the red shirt kicks the ball with his right foot, then walks towards the ball.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X kicks the ball towards the goal post with his right foot.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
0e81b418-40f2-459c-b735-36f982da37fb,sfu_basketball_08_4,Basketball,Intermediate Expert,"Observations: The man jumps up and throws the ball into the basket.

Errors: The man jumps up and throws the ball into the basket.

Skill Level: Novice",Novice,False,"Observations: A man is standing on a basketball court. He is holding a basketball in his right hand. He is throwing the ball towards the hoop.

Errors: The man is not aiming at the basket. He is throwing the ball too high.

Skill Level: Novice",Novice,False
f4fdaa1a-3bd6-45a7-9d59-f4ba1457d29a,sfu_basketball_08_50,Basketball,Novice,"Observations: The man jumps up and throws the ball into the basket.

Errors: The man jumps up and throws the ball into the basket.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X throws the ball into the basket.

Errors: N/A

Skill Level: Intermediate Expert",Intermediate Expert,False
014e2850-9927-441a-8c3f-9e58012359e3,uniandes_basketball_003_28,Basketball,Late Expert,"Observations: The man dribbles the ball with his right hand, then throws it to the basket. He jumps up and catches the ball with both hands. He then dribbles the ball with his left hand, then throws it to the basket. He jumps up and catches the ball with both hands. He then dribbles the ball with his right hand, then throws it to the basket. He jumps up and catches the ball with both hands. He then dribbles the ball with his left hand, then throws it to the basket. He jumps up and catches the ball with both hands. He then dribbles the ball with his right hand, then throws it to the basket. He jumps up and catches the ball with both hands.

Errors: The man does not dribble the ball properly. He should dribble the ball with both hands to improve his skills.

Skill Level: Novice",Novice,False,"Observations: The man X throws the ball to the basketball hoop. The man Y throws the ball to the basketball hoop. The man Z throws the ball to the basketball hoop. The man A throws the ball to the basketball hoop. The man B throws the ball to the basketball hoop. The man C throws the ball to the basketball hoop. The man D throws the ball to the basketball hoop. The man E throws the ball to the basketball hoop.

Errors: The man X throws the ball to the basketball hoop. The man Y throws the ball to the basketball hoop. The man Z throws the ball to the basketball hoop. The man A throws the ball to the basketball hoop. The man B throws the ball to the basketball hoop. The man C throws the ball to the basketball hoop. The man D throws the ball to the basketball hoop. The man E throws the ball to the basketball hoop.

Skill Level: Novice",Novice,False
37ccfe73-37f5-499a-996d-3da3db9e212f,unc_basketball_03-09-23_02_5,Basketball,Early Expert,"Observations: The woman is playing basketball. She is holding a ball with both hands. She is standing on the court. She is looking at the ball. She is moving her feet.

Errors: The woman is not dribbling the ball. She is not shooting the ball. She is not passing the ball to another player.

Skill Level: Novice",Novice,False,"Observations: The man X throws the ball to the basketball hoop.

Errors: N/A

Skill Level: Intermediate Expert",Intermediate Expert,False
2c52669f-c3d8-4e0c-81ba-69ed4b1bf9ef,iiith_soccer_053_4,Soccer,Intermediate Expert,"Observations: The person is kicking a ball with his right foot. He is wearing a blue shirt, black pants, and white shoes. There are other people in the background, some of whom are also playing soccer.

Errors: The person is not maintaining proper form while kicking the ball. His left leg is not extended behind him, which can cause the ball to go off target.

Skill Level: Novice",Novice,False,"Observations: The person kicks the ball with his right foot.

Errors: The person kicks the ball with his right foot.

Skill Level: Intermediate Expert",Intermediate Expert,True
e08db0a4-e257-46e0-8880-640415b05976,unc_basketball_03-31-23_01_19,Basketball,Late Expert,"Observations: The man in the blue shirt dribbles the ball with his right hand, then throws it to the man in the black shirt. The man in the black shirt catches the ball and throws it back to the man in the blue shirt. The man in the blue shirt catches the ball and dribbles it with his left hand.

Errors: The man in the blue shirt should have used both hands to dribble the ball. He could also have improved his throwing technique by using both hands to throw the ball.

Skill Level: Intermediate Expert",Intermediate Expert,False,Observations: A man X dribbles a basketball on the court. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws the ball to the man X. The man X catches the ball with his left hand. The man X throws the ball to C. C catches the ball with his right hand. C throws,Unknown,False
079b7691-d098-4a2d-befd-ed702a134388,iiith_cooking_42_1,Cooking,Intermediate Expert,"Observations: The woman is cooking food on a stove. She is using a spatula to flip the food in a pan. She is wearing a sari and glasses.

Errors: The woman is not wearing an apron, which could be useful for protecting her clothing while cooking.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The woman is cooking an omelette on a pan. She is using a spatula to flip the omelette over. She is also holding a bottle of sauce in her other hand.

Errors: There are no errors in the woman's movements.

Skill Level: Intermediate Expert",Intermediate Expert,True
c2374b84-5d13-4bcb-a320-b375851245e4,unc_basketball_03-31-23_02_4,Basketball,Late Expert,"Observations: The man B throws the ball to the man A who catches it. Then, the man A throws the ball to the man B who catches it. After that, the man B throws the ball to the man A who catches it. Finally, the man A throws the ball to the man B who catches it.

Errors: N/A

Skill Level: Intermediate Expert",Intermediate Expert,False,Observations: The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the man X. The man X catches the ball with his right hand. The,Unknown,False
0abc839d-6980-42c1-85eb-9502b84fcff7,upenn_0728_Guitar_1_6,Music,Late Expert,"Observations: The man is playing the guitar while wearing a helmet with sensors on it. He is sitting on a chair and holding the guitar with both hands. He is looking at the camera and appears to be focused on his performance.

Errors: There are no apparent errors in the man's movement. He seems to be playing the guitar correctly and with proper technique.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is playing a guitar.

Errors: The person is not moving his fingers on the guitar strings.

Skill Level: Novice",Novice,False
712a77c1-6a02-4bfd-bbdb-06fa8b1e8b1e,uniandes_basketball_001_31,Basketball,Late Expert,"Observations: The woman jumps up and throws the ball into the hoop.

Errors: The woman jumps up and throws the ball into the hoop.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person throws the ball towards the basketball hoop.

Errors: The person throws the ball too high.

Skill Level: Novice",Novice,False
e9d6c233-3f56-4268-bce6-95c3ad19c77c,sfu_basketball012_6,Basketball,Novice,"Observations: The man jumps up and throws the ball into the basket.

Errors: The man jumps up and throws the ball into the basket.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person holds a basketball with his left hand and throws it towards the basket.

Errors: The person should have used both hands to throw the ball.

Skill Level: Novice",Novice,True
072f6ab6-a3c2-4e86-84ef-0b32d60d5555,upenn_0718_Violin_1_3,Music,Late Expert,"Observations: The woman is playing the violin.

Errors: The woman is not looking at the music sheet.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is playing the violin. The person is holding the bow with his right hand and the violin with his left hand. The person is moving the bow across the strings.

Errors: The person is not moving the bow at a consistent speed. The person is not moving the bow in a straight line.

Skill Level: Novice",Novice,False
42e4f58c-bdc8-4294-966a-240a6367428a,uniandes_cooking_008_6,Cooking,Novice,"Observations: The man picks up a spoon from the counter with his right hand, then he puts it into the pot on the stove.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X picks a packet of sugar from the table with his right hand. The man X opens the packet of sugar with both hands. The man X pours the sugar into a cup on the table with his right hand. The man X drops the packet of sugar on the table with his right hand. The man X picks a spoon from the table with his right hand. The man X stirs the coffee in the cup with the spoon in his right hand. The man X drops the spoon on the table with his right hand. The man X picks the cup from the table with his left hand. The man X drinks the coffee from the cup with his left hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
abeb24e8-1811-4f52-b0c1-99c540d42c92,sfu_basketball_09_22,Basketball,Novice,"Observations: The man in the blue shirt dribbles the ball and throws it into the hoop.

Errors: The man in the blue shirt throws the ball too high, and the ball bounces off the backboard.

Skill Level: Novice",Novice,True,"Observations: The man X throws the ball to the basket. The man Y throws the ball to the basket. The man Z throws the ball to the basket. The man A throws the ball to the basket. The man B throws the ball to the basket. The man C throws the ball to the basket. The man D throws the ball to the basket. The man E throws the ball to the basket.

Errors: The man X throws the ball to the basket. The man Y throws the ball to the basket. The man Z throws the ball to the basket. The man A throws the ball to the basket. The man B throws the ball to the basket. The man C throws the ball to the basket. The man D throws the ball to the basket. The man E throws the ball to the basket.

Skill Level: Novice",Novice,True
16b72f0f-0b3b-4833-990f-b9a25abdd887,sfu_basketball_07_44,Basketball,Novice,"Observations: A man is playing basketball in a gym. He is wearing a blue shirt and black pants. He is standing on the left side of the court, facing the hoop. He is holding a basketball in his right hand and is about to throw it towards the hoop.

Errors: The man is not wearing a helmet or any protective gear. He is not wearing any shoes that provide good traction on the court. He is not wearing any gloves that could help him grip the ball better.

Skill Level: Novice",Novice,True,"Observations: A man X stands on the basketball court. The man X throws a ball towards the basketball hoop. The man X walks towards the basketball hoop. The man X picks up the ball from the ground. The man X throws the ball towards the basketball hoop. The man X walks towards the basketball hoop. The man X picks up the ball from the ground. The man X throws the ball towards the basketball hoop.

Errors: The man X throws the ball towards the basketball hoop with his right hand.

Skill Level: Novice",Novice,True
27bfa06f-9ad9-414e-a692-9d09abea760e,iiith_soccer_028_4,Soccer,Late Expert,"Observations: The man in the light blue shirt is kicking a ball. He is standing on a soccer field with other people around him. There are cones on the ground, and he is kicking the ball towards them.

Errors: The man in the light blue shirt is not wearing proper soccer cleats. He is also not wearing a helmet for protection.

Skill Level: Novice",Novice,False,"Observations: The person is kicking a ball with his right foot.

Errors: The person is not wearing proper soccer cleats, which could affect his performance.

Skill Level: Novice",Novice,False
020ae1ca-02ad-49c8-9056-87ad6bdcb8bd,unc_basketball_03-31-23_01_6,Basketball,Late Expert,"Observations: The man holds the basketball with both hands and dribbles it with his right hand.

Errors: The man should dribble the ball with his left hand to improve his dribbling skills.

Skill Level: Novice",Novice,False,Observations: The man X picks up the ball with his right hand. The man Y picks up the ball with his left hand. The man Z picks up the ball with his right hand. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the man X. The man X throws the ball to the man Y. The man Y throws the ball to the man Z. The man Z throws the ball to the,Unknown,False
3d4f5b74-c8da-4de9-a506-b09978baf754,iiith_guitar_002_10,Music,Early Expert,"Observations: The person is playing the guitar while sitting on a chair. He is wearing a helmet and headphones. There are several cameras set up around him, suggesting that he might be recording a music video or a live performance.

Errors: The person's left hand is not positioned correctly on the guitar neck, which could result in inaccurate chord changes and poor sound quality. Additionally, his right hand is not positioned correctly on the guitar strings, which could also affect the sound quality.

Skill Level: Novice",Novice,False,"Observations: The person is playing the guitar.

Errors: The person is not moving his hand on the guitar.

Skill Level: Novice",Novice,False
024a7ee5-df4d-4dd0-a890-b13adc8ed431,uniandes_basketball_003_35,Basketball,Intermediate Expert,"Observations: The person is playing basketball. She dribbles the ball, jumps, and throws it into the hoop.

Errors: The person should have thrown the ball with both hands to improve accuracy.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The man X throws the ball into the basket.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,True
63ab82bb-2d28-440f-814c-1fc0d06b89d0,upenn_0706_Guitar_2_3,Music,Early Expert,"Observations: The woman is playing the guitar. She is sitting on a chair. Her left hand is on the neck of the guitar. Her right hand is on the strings.

Errors: The woman is not looking at the music sheet.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is playing the piano. The person is standing in front of the piano. The person is looking at the music sheet.

Errors: The person is not moving his hands on the piano.

Skill Level: Novice",Novice,False
a3703011-35b9-4b70-964a-427e05e79a6f,sfu_basketball012_4,Basketball,Novice,"Observations: The man in white is dribbling the basketball with his right hand, while the man in black is standing on the other side of the court, watching him.

Errors: The man in white is not using both hands to dribble the ball, which could make it easier for the man in black to defend against him.

Skill Level: Novice",Novice,True,Observations: A man X throws a ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C.,Unknown,False
2de0896b-df6d-4687-bbff-f700d675e385,unc_basketball_03-31-23_02_29,Basketball,Late Expert,"Observations: The man holds the ball with both hands and throws it to the basket.

Errors: The man throws the ball too high.

Skill Level: Novice",Novice,False,Observations: The man X picks the ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the,Unknown,False
3059469a-03fc-4ae0-bbf7-b08187d1b290,sfu_cooking_013_1,Cooking,Novice,"Observations: The man picks up a spoon from the counter, then stirs the contents of a pot on the stove with it.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person puts the egg on the pan with the spatula. Then, the person puts the spatula on the stove. After that, the person picks up the pan with the other hand. Then, the person puts the pan on the stove. Finally, the person moves the pan with the other hand.

Errors: The person should have put the spatula on the counter instead of the stove.

Skill Level: Intermediate Expert",Intermediate Expert,False
01c31ac7-3885-46ff-9af5-9e1d0910dce5,upenn_0725_Violin_1_2,Music,Intermediate Expert,"Observations: The woman is playing the violin. She is sitting on a chair with her legs crossed. Her left hand is on the neck of the violin, and her right hand is holding the bow.

Errors: The woman is not looking at the music sheet while playing the violin.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The person is playing the violin. The person is holding the bow with his right hand and the violin with his left hand. The person is moving the bow across the strings of the violin.

Errors: The person is not moving the bow at a consistent speed. The person is not moving the bow in a straight line.

Skill Level: Intermediate Expert",Intermediate Expert,True
0aacd507-c6ad-43b9-afaa-a56f53cd676a,unc_basketball_03-16-23_01_19,Basketball,Early Expert,"Observations: The man is playing basketball. He is holding a ball with both hands. He is standing on a basketball court. He is wearing a gray shirt, red shorts, and blue shoes. He is wearing sunglasses.

Errors: The man is not dribbling the ball. He is not shooting the ball. He is not passing the ball to another player. He is not rebounding the ball. He is not practicing his free throws. He is not practicing his layups. He is not practicing his jump shots. He is not practicing his three-point shots. He is not practicing his half-court shots. He is not practicing his full-court shots. He is not practicing his one-on-one shots. He is not practicing his two-on-one shots. He is not practicing his three-on-three shots. He is not practicing his four-on-four shots. He is not practicing his five-on-five shots. He is not practicing his team shots. He is not practicing his individual shots. He is not practicing his offensive shots. He is not practicing his defensive shots. He is not practicing his passing shots. He is not practicing his rebounding shots. He is not practicing his shooting form. He is not practicing his shooting accuracy. He is not practicing his shooting speed. He is not practicing his shooting range. He is not practicing his shooting consistency. He is not practicing his shooting precision. He is not practicing his shooting power. He is not practicing his shooting control. He is not practicing his",Unknown,False,Observations: The man X throws the ball to C. C catches the ball with his right hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C catches the ball with his left hand. C dribbles the ball with both hands. C throws the ball to the,Unknown,False
fe828226-1884-4b47-845f-a4e04cafcb2b,sfu_basketball_06_24,Basketball,Novice,"Observations: The man A throws the ball to the man B who catches it. Then, the man B throws the ball to the man A who catches it.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,Observations: The man X throws the ball to C. C catches the ball with both hands. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball goes through the basket. C walks towards the ball. C picks up the ball. C throws the ball to the basket. The ball,Unknown,False
0999909b-9034-40e3-96a1-6b66e06a9929,unc_basketball_03-16-23_01_35,Basketball,Intermediate Expert,"Observations: The man holds a basketball with both hands, then he jumps up and throws the ball into the hoop.

Errors: The man should have thrown the ball with his right hand to be more accurate.

Skill Level: Intermediate Expert",Intermediate Expert,True,Observations: The man X throws the ball to C. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket. The ball goes through the basket. C catches the ball. C throws the ball to the basket.,Unknown,False
09359482-b26f-4ee9-983e-4c414e4836c4,indiana_music_05_4,Music,Late Expert,"Observations: The man holds the violin with his left hand and plays it with the bow in his right hand. He moves the bow across the strings to produce sound.

Errors: The man is not moving his left hand on the neck of the violin.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person is playing the violin with a bow. He is holding the violin with his left hand and moving the bow with his right hand.

Errors: The person is not using the correct technique for playing the violin. He is not holding the violin properly, and he is not using the bow correctly.

Skill Level: Novice",Novice,False
016d94d2-73bd-422e-8a12-4823f1de163c,sfu_basketball013_12,Basketball,Intermediate Expert,Observations: The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man Y. The man Y catches the ball. The man Y throws the ball to the girl X. The girl X catches the ball. The girl X throws the ball to the man,Unknown,False,"Observations: C catches the ball with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,True
32d54e67-68d7-4b94-a953-fc3b56a1eb94,unc_basketball_02-24-23_01_24,Basketball,Early Expert,"Observations: The man is playing basketball. He is dribbling the ball with his right hand, then he throws the ball to the basket. After that, he catches the ball and dribbles it again.

Errors: The man should not throw the ball too high. It can be thrown lower to make it easier to catch.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X throws the ball to the basket. The man Y catches the ball. The man Z throws the ball to the basket. The man A catches the ball. The man B throws the ball to the basket. The man C catches the ball. The man D throws the ball to the basket. The man E catches the ball.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
bd409a14-0392-447c-87ce-e7d44d0cf3c8,unc_basketball_03-31-23_01_44,Basketball,Late Expert,"Observations: The man holds a basketball with both hands and dribbles it with his right hand. He then throws the ball into the hoop.

Errors: The man should have used his left hand to dribble the ball, which would have allowed him to throw the ball more accurately.

Skill Level: Novice",Novice,False,"Observations: The person throws the ball towards the basketball hoop.

Errors: The person throws the ball too high.

Skill Level: Novice",Novice,False
a8b81a1a-5ab7-41c0-9189-a808bfb97b6b,upenn_0706_Guitar_2_5,Music,Early Expert,"Observations: The woman is playing the guitar while wearing a helmet.

Errors: The woman is not looking at the music sheet.

Skill Level: Novice",Novice,False,"Observations: The person is playing a guitar. The person is looking at the music sheet on the stand. The person is moving his hand to play the guitar.

Errors: The person is not looking at the guitar while playing it.

Skill Level: Intermediate Expert",Intermediate Expert,False
114984e0-4de8-4db7-afc8-0c66926f65f4,unc_basketball_03-17-23_01_20,Basketball,Early Expert,"Observations: The man is playing basketball. He is holding a ball with his right hand. He is throwing the ball towards the basket. He is jumping while throwing the ball.

Errors: The man is not running before he throws the ball. He should run before he throws the ball to increase the speed of the ball.

Skill Level: Novice",Novice,False,Observations: A man is playing basketball. He throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to the basket. The ball goes through the basket. The man catches the ball. The man throws the ball to,Unknown,False
30e473a6-4746-4fc6-8b2a-37f179eaae53,upenn_0712_Cooking_1_5,Cooking,Intermediate Expert,"Observations: A woman is standing at the kitchen counter, washing her hands with soap and water. She is wearing a blue shirt and khaki shorts. There is a man sitting on a chair in the background, watching her.

Errors: The woman is not using a towel to dry her hands after washing them. This could lead to her hands getting wet again if she touches something with wet hands.

Skill Level: Novice",Novice,False,"Observations: The person picks up a spoon from the counter with her left hand, then uses it to stir the contents of a bowl on the counter with her right hand. She then places the spoon back on the counter.

Errors: There are no apparent errors in the person's movements.

Skill Level: Intermediate Expert",Intermediate Expert,True
